id_transaksi,jenis_item,jumlah,tanggal pembelian,nama_customer,total,jenis_item_encoded,cluster
133907.0,Novel Romansa,9.0,7/31/2012,Sarah Moore,778750.0,11,2
133908.0,Alat Tulis,5.0,7/31/2012,Tabitha Dixon,250000.0,1,3
133908.0,Majalah Seni,2.0,7/31/2012,Tabitha Dixon,8000.0,8,0
133908.0,Buku Sejarah,3.0,7/31/2012,Tabitha Dixon,99000.0,5,0
133908.0,Aksesoris Buku,5.0,7/31/2012,Tabitha Dixon,250000.0,0,3
133909.0,Alat Tulis,9.0,7/31/2012,Ronnie Wells,202500.0,1,3
133909.0,Buku Anak-Anak,6.0,7/31/2012,Ronnie Wells,180000.0,2,3
133909.0,Majalah Berita,9.0,7/31/2012,Ronnie Wells,778750.0,6,2
133909.0,Novel Fiksi Ilmiah,8.0,7/31/2012,Ronnie Wells,384000.0,9,1
133909.0,Novel Misteri,2.0,7/31/2012,Ronnie Wells,36000.0,10,0
133909.0,Buku Biografi,1.0,7/31/2012,Ronnie Wells,10000.0,3,0
133909.0,Novel Romansa,1.0,7/31/2012,Ronnie Wells,2500.0,11,0
133909.0,Aksesoris Buku,1.0,7/31/2012,Ronnie Wells,2500.0,0,0
133910.0,Alat Tulis,7.0,7/31/2012,Julia King,245000.0,1,3
133910.0,Majalah Fashion,8.0,7/31/2012,Julia King,320000.0,7,1
133910.0,Majalah Berita,6.0,7/31/2012,Julia King,360000.0,6,1
133910.0,Novel Fiksi Ilmiah,1.0,7/31/2012,Julia King,5000.0,9,0
133910.0,Buku Fiksi,5.0,7/31/2012,Julia King,10000.0,4,0
133910.0,Buku Biografi,7.0,7/31/2012,Julia King,122500.0,3,3
133910.0,Novel Misteri,3.0,7/31/2012,Julia King,108000.0,10,3
133911.0,Buku Sejarah,5.0,7/31/2012,Pam Rios,62500.0,5,0
133911.0,Alat Tulis,1.0,7/31/2012,Pam Rios,2000.0,1,0
133911.0,Buku Anak-Anak,5.0,7/31/2012,Pam Rios,250000.0,2,3
133911.0,Majalah Fashion,9.0,7/31/2012,Pam Rios,778750.0,7,2
133911.0,Majalah Seni,6.0,7/31/2012,Pam Rios,180000.0,8,3
133911.0,Novel Fiksi Ilmiah,5.0,7/31/2012,Pam Rios,325000.0,9,1
133911.0,Buku Biografi,4.0,7/31/2012,Pam Rios,8000.0,3,0
133911.0,Aksesoris Buku,3.0,7/31/2012,Pam Rios,135000.0,0,3
133912.0,Buku Sejarah,9.0,7/31/2012,Elizabeth Dean,405000.0,5,1
133912.0,Alat Tulis,3.0,7/31/2012,Elizabeth Dean,135000.0,1,3
133912.0,Buku Anak-Anak,4.0,7/31/2012,Elizabeth Dean,208000.0,2,3
133912.0,Novel Fiksi Ilmiah,7.0,7/31/2012,Elizabeth Dean,98000.0,9,0
133913.0,Buku Fiksi,2.0,7/31/2012,Randy Carlson,8000.0,4,0
133913.0,Majalah Berita,8.0,7/31/2012,Randy Carlson,704000.0,6,2
133913.0,Buku Anak-Anak,5.0,7/31/2012,Randy Carlson,50000.0,2,0
133913.0,Aksesoris Buku,8.0,9/30/2012,Randy Carlson,384000.0,0,1
133914.0,Novel Romansa,2.0,9/30/2012,Jeremy Stark,8000.0,11,0
133914.0,Majalah Seni,7.0,9/30/2012,Jeremy Stark,637000.0,8,2
133914.0,Novel Misteri,3.0,9/30/2012,Jeremy Stark,18000.0,10,0
133914.0,Novel Fiksi Ilmiah,4.0,9/30/2012,Jeremy Stark,32000.0,9,0
133915.0,Alat Tulis,2.0,9/30/2012,Courtney Terry,52000.0,1,0
133915.0,Buku Anak-Anak,6.0,9/30/2012,Courtney Terry,396000.0,2,1
133915.0,Majalah Fashion,4.0,9/30/2012,Courtney Terry,208000.0,7,3
133915.0,Majalah Seni,4.0,9/30/2012,Courtney Terry,192000.0,8,3
133915.0,Majalah Berita,8.0,9/30/2012,Courtney Terry,778750.0,6,2
133915.0,Novel Fiksi Ilmiah,9.0,9/30/2012,Courtney Terry,778750.0,9,2
133915.0,Buku Biografi,9.0,9/30/2012,Courtney Terry,162000.0,3,3
133915.0,Aksesoris Buku,5.0,10/24/2012,Courtney Terry,325000.0,0,1
133916.0,Novel Romansa,9.0,10/24/2012,Samantha Savage,18000.0,11,0
133916.0,Majalah Fashion,9.0,10/24/2012,Samantha Savage,162000.0,7,3
133916.0,Majalah Berita,7.0,10/24/2012,Samantha Savage,294000.0,6,1
133916.0,Novel Fiksi Ilmiah,6.0,10/24/2012,Samantha Savage,324000.0,9,1
133917.0,Buku Sejarah,3.0,10/24/2012,James Burnett,117000.0,5,3
133917.0,Alat Tulis,1.0,10/24/2012,James Burnett,5000.0,1,0
133917.0,Majalah Fashion,3.0,10/24/2012,James Burnett,135000.0,7,3
133917.0,Majalah Seni,1.0,10/24/2012,James Burnett,15000.0,8,0
133917.0,Majalah Berita,1.0,10/24/2012,James Burnett,15000.0,6,0
133917.0,Novel Fiksi Ilmiah,4.0,10/24/2012,James Burnett,32000.0,9,0
133917.0,Buku Fiksi,7.0,10/24/2012,James Burnett,637000.0,4,2
133917.0,Buku Biografi,6.0,10/24/2012,James Burnett,12000.0,3,0
133918.0,Alat Tulis,9.0,12/21/2012,Richard Nicholson,778750.0,1,2
133918.0,Buku Sejarah,6.0,12/21/2012,Richard Nicholson,360000.0,5,1
133918.0,Buku Anak-Anak,2.0,12/21/2012,Richard Nicholson,8000.0,2,0
133918.0,Majalah Seni,5.0,12/21/2012,Richard Nicholson,125000.0,8,3
133918.0,Majalah Berita,3.0,12/21/2012,Richard Nicholson,45000.0,6,0
133918.0,Buku Fiksi,8.0,12/21/2012,Richard Nicholson,384000.0,4,1
133919.0,Buku Anak-Anak,6.0,12/21/2012,Heather Price,216000.0,2,3
133919.0,Majalah Fashion,4.0,3/10/2013,Heather Price,80000.0,7,0
133919.0,Majalah Seni,5.0,3/10/2013,Heather Price,225000.0,8,3
133919.0,Majalah Berita,1.0,3/10/2013,Heather Price,10000.0,6,0
133919.0,Novel Fiksi Ilmiah,8.0,4/7/2013,Heather Price,320000.0,9,1
133919.0,Buku Fiksi,6.0,4/7/2013,Heather Price,324000.0,4,1
133919.0,Aksesoris Buku,2.0,4/7/2013,Heather Price,60000.0,0,0
133920.0,Alat Tulis,3.0,4/7/2013,Jeffery Newton,117000.0,1,3
133920.0,Buku Sejarah,5.0,4/7/2013,Jeffery Newton,225000.0,5,3
133920.0,Buku Anak-Anak,7.0,5/30/2013,Jeffery Newton,98000.0,2,0
133920.0,Buku Fiksi,8.0,5/30/2013,Jeffery Newton,768000.0,4,2
133920.0,Buku Biografi,1.0,5/30/2013,Jeffery Newton,5000.0,3,0
133921.0,Alat Tulis,5.0,5/30/2013,Michael Buchanan,300000.0,1,1
133921.0,Buku Anak-Anak,4.0,5/30/2013,Michael Buchanan,192000.0,2,3
133921.0,Majalah Fashion,7.0,5/30/2013,Michael Buchanan,490000.0,7,1
133921.0,Majalah Seni,4.0,5/30/2013,Michael Buchanan,192000.0,8,3
133921.0,Novel Misteri,4.0,5/30/2013,Michael Buchanan,8000.0,10,0
133921.0,Novel Romansa,7.0,5/30/2013,Michael Buchanan,245000.0,11,3
133921.0,Aksesoris Buku,2.0,5/30/2013,Michael Buchanan,4000.0,0,0
133922.0,Alat Tulis,1.0,5/30/2013,Raymond Ruiz,9000.0,1,0
133922.0,Buku Sejarah,8.0,5/30/2013,Raymond Ruiz,160000.0,5,3
133922.0,Buku Anak-Anak,4.0,5/30/2013,Raymond Ruiz,40000.0,2,0
133922.0,Majalah Fashion,7.0,7/17/2013,Raymond Ruiz,441000.0,7,1
133922.0,Majalah Seni,3.0,7/17/2013,Raymond Ruiz,45000.0,8,0
133922.0,Buku Biografi,6.0,7/17/2013,Raymond Ruiz,12000.0,3,0
133923.0,Majalah Fashion,9.0,7/17/2013,Angela Conway,162000.0,7,3
133923.0,Majalah Seni,1.0,7/17/2013,Angela Conway,15000.0,8,0
133923.0,Buku Fiksi,4.0,7/17/2013,Angela Conway,32000.0,4,0
133923.0,Buku Biografi,8.0,7/17/2013,Angela Conway,16000.0,3,0
133924.0,Alat Tulis,8.0,7/17/2013,Laura Hoover,640000.0,1,2
133924.0,Buku Sejarah,9.0,7/17/2013,Laura Hoover,778750.0,5,2
133924.0,Buku Anak-Anak,8.0,7/17/2013,Laura Hoover,704000.0,2,2
133924.0,Majalah Berita,3.0,7/17/2013,Laura Hoover,45000.0,6,0
133924.0,Novel Misteri,9.0,7/17/2013,Laura Hoover,778750.0,10,2
133924.0,Novel Romansa,5.0,7/17/2013,Laura Hoover,375000.0,11,1
133924.0,Aksesoris Buku,1.0,9/24/2013,Laura Hoover,5000.0,0,0
133925.0,Majalah Fashion,7.0,9/24/2013,Patrick Smith,122500.0,7,3
133925.0,Majalah Seni,1.0,9/24/2013,Patrick Smith,10000.0,8,0
133925.0,Majalah Berita,9.0,9/24/2013,Patrick Smith,162000.0,6,3
133925.0,Novel Fiksi Ilmiah,5.0,9/24/2013,Patrick Smith,150000.0,9,3
133925.0,Buku Fiksi,5.0,9/24/2013,Patrick Smith,275000.0,4,3
133925.0,Novel Misteri,9.0,9/24/2013,Patrick Smith,486000.0,10,1
133926.0,Novel Romansa,8.0,9/24/2013,Dr. Lucas Moore,768000.0,11,2
133926.0,Majalah Berita,2.0,9/24/2013,Dr. Lucas Moore,44000.0,6,0
133926.0,Aksesoris Buku,6.0,9/24/2013,Dr. Lucas Moore,360000.0,0,1
133926.0,Buku Sejarah,4.0,9/24/2013,Dr. Lucas Moore,32000.0,5,0
133927.0,Alat Tulis,1.0,9/24/2013,Angela Mercer,11000.0,1,0
133927.0,Buku Anak-Anak,8.0,9/24/2013,Angela Mercer,704000.0,2,2
133927.0,Majalah Seni,4.0,9/24/2013,Angela Mercer,240000.0,8,3
133927.0,Buku Fiksi,2.0,9/24/2013,Angela Mercer,8000.0,4,0
133927.0,Buku Biografi,7.0,9/24/2013,Angela Mercer,588000.0,3,2
133928.0,Majalah Seni,5.0,9/24/2013,Jill Perez,225000.0,8,3
133928.0,Alat Tulis,7.0,9/24/2013,Jill Perez,441000.0,1,1
133928.0,Buku Anak-Anak,5.0,9/24/2013,Jill Perez,275000.0,2,3
133928.0,Aksesoris Buku,5.0,9/24/2013,Jill Perez,50000.0,0,0
133929.0,Alat Tulis,9.0,9/24/2013,Cynthia Nash,202500.0,1,3
133929.0,Buku Sejarah,5.0,9/24/2013,Cynthia Nash,225000.0,5,3
133929.0,Majalah Fashion,3.0,9/24/2013,Cynthia Nash,108000.0,7,3
133929.0,Majalah Seni,1.0,9/24/2013,Cynthia Nash,2000.0,8,0
133929.0,Buku Fiksi,1.0,12/29/2013,Cynthia Nash,5000.0,4,0
133929.0,Novel Misteri,2.0,12/29/2013,Cynthia Nash,20000.0,10,0
133929.0,Buku Biografi,4.0,12/29/2013,Cynthia Nash,240000.0,3,3
133929.0,Novel Romansa,2.0,12/29/2013,Cynthia Nash,8000.0,11,0
133930.0,Buku Sejarah,3.0,12/29/2013,Kelly Sanchez,54000.0,5,0
133930.0,Alat Tulis,4.0,12/29/2013,Kelly Sanchez,240000.0,1,3
133930.0,Majalah Fashion,9.0,12/29/2013,Kelly Sanchez,202500.0,7,3
133930.0,Majalah Seni,2.0,12/29/2013,Kelly Sanchez,4000.0,8,0
133930.0,Majalah Berita,9.0,12/29/2013,Kelly Sanchez,162000.0,6,3
133930.0,Novel Romansa,4.0,12/29/2013,Kelly Sanchez,80000.0,11,0
133931.0,Alat Tulis,2.0,1/12/2014,Jaclyn Atkinson,60000.0,1,0
133931.0,Buku Sejarah,8.0,1/27/2014,Jaclyn Atkinson,16000.0,5,0
133931.0,Majalah Fashion,2.0,1/27/2014,Jaclyn Atkinson,8000.0,7,0
133931.0,Buku Biografi,7.0,1/27/2014,Jaclyn Atkinson,14000.0,3,0
133932.0,Alat Tulis,8.0,1/27/2014,Chad Harrington,128000.0,1,3
133932.0,Buku Anak-Anak,6.0,1/27/2014,Chad Harrington,396000.0,2,1
133932.0,Novel Fiksi Ilmiah,7.0,1/27/2014,Chad Harrington,14000.0,9,0
133932.0,Buku Fiksi,4.0,1/27/2014,Chad Harrington,240000.0,4,3
133932.0,Buku Biografi,1.0,1/27/2014,Chad Harrington,2000.0,3,0
133932.0,Aksesoris Buku,6.0,2/12/2014,Chad Harrington,432000.0,0,1
133933.0,Novel Romansa,4.0,2/12/2014,Tina Alexander,160000.0,11,3
133933.0,Majalah Seni,9.0,2/12/2014,Tina Alexander,778750.0,8,2
133933.0,Aksesoris Buku,4.0,2/12/2014,Tina Alexander,32000.0,0,0
133933.0,Majalah Fashion,9.0,2/12/2014,Tina Alexander,162000.0,7,3
133934.0,Alat Tulis,7.0,2/12/2014,Perry Morse,14000.0,1,0
133934.0,Majalah Seni,9.0,2/12/2014,Perry Morse,778750.0,8,2
133934.0,Majalah Berita,9.0,2/12/2014,Perry Morse,486000.0,6,1
133934.0,Buku Biografi,5.0,2/12/2014,Perry Morse,10000.0,3,0
133934.0,Aksesoris Buku,1.0,2/12/2014,Perry Morse,2000.0,0,0
133935.0,Alat Tulis,1.0,2/12/2014,Monica Mccoy,12000.0,1,0
133935.0,Majalah Fashion,1.0,2/12/2014,Monica Mccoy,12000.0,7,0
133935.0,Majalah Seni,4.0,2/12/2014,Monica Mccoy,192000.0,8,3
133935.0,Novel Misteri,2.0,2/12/2014,Monica Mccoy,20000.0,10,0
133935.0,Buku Biografi,8.0,4/13/2014,Monica Mccoy,768000.0,3,2
133935.0,Novel Romansa,8.0,4/13/2014,Monica Mccoy,128000.0,11,3
133936.0,Alat Tulis,8.0,4/13/2014,Benjamin Johnson,320000.0,1,1
133936.0,Buku Sejarah,9.0,4/13/2014,Benjamin Johnson,486000.0,5,1
133936.0,Buku Anak-Anak,1.0,4/13/2014,Benjamin Johnson,2000.0,2,0
133936.0,Majalah Seni,9.0,4/13/2014,Benjamin Johnson,778750.0,8,2
133936.0,Novel Misteri,6.0,4/13/2014,Benjamin Johnson,432000.0,10,1
133936.0,Aksesoris Buku,5.0,4/13/2014,Benjamin Johnson,375000.0,0,1
133937.0,Alat Tulis,9.0,4/13/2014,Charles Lee,162000.0,1,3
133937.0,Majalah Seni,5.0,4/13/2014,Charles Lee,125000.0,8,3
133937.0,Majalah Berita,9.0,4/13/2014,Charles Lee,162000.0,6,3
133937.0,Novel Misteri,3.0,4/13/2014,Charles Lee,90000.0,10,0
133937.0,Novel Romansa,2.0,4/13/2014,Charles Lee,48000.0,11,0
133937.0,Aksesoris Buku,2.0,4/13/2014,Charles Lee,8000.0,0,0
133938.0,Majalah Berita,5.0,4/13/2014,Douglas Davenport,300000.0,6,1
133938.0,Buku Fiksi,7.0,4/13/2014,Douglas Davenport,122500.0,4,3
133938.0,Buku Sejarah,5.0,4/13/2014,Douglas Davenport,300000.0,5,1
133938.0,Aksesoris Buku,5.0,4/13/2014,Douglas Davenport,275000.0,0,3
133939.0,Alat Tulis,5.0,7/10/2014,Jasmine English,225000.0,1,3
133939.0,Buku Sejarah,3.0,7/10/2014,Jasmine English,117000.0,5,3
133939.0,Buku Anak-Anak,2.0,10/11/2014,Jasmine English,52000.0,2,0
133939.0,Novel Fiksi Ilmiah,2.0,10/11/2014,Jasmine English,24000.0,9,0
133939.0,Novel Romansa,8.0,10/11/2014,Jasmine English,576000.0,11,2
133939.0,Aksesoris Buku,5.0,10/11/2014,Jasmine English,50000.0,0,0
133940.0,Alat Tulis,4.0,10/11/2014,Michael Barrera,192000.0,1,3
133940.0,Buku Anak-Anak,6.0,10/11/2014,Michael Barrera,90000.0,2,0
133940.0,Majalah Seni,8.0,10/11/2014,Michael Barrera,768000.0,8,2
133940.0,Buku Fiksi,8.0,10/11/2014,Michael Barrera,576000.0,4,2
133940.0,Buku Biografi,7.0,10/11/2014,Michael Barrera,294000.0,3,1
133940.0,Novel Misteri,2.0,10/11/2014,Michael Barrera,44000.0,10,0
133940.0,Novel Romansa,9.0,10/11/2014,Michael Barrera,778750.0,11,2
133941.0,Buku Fiksi,9.0,10/11/2014,Bryan Powell,778750.0,4,2
133941.0,Buku Sejarah,6.0,10/11/2014,Bryan Powell,72000.0,5,0
133941.0,Novel Misteri,4.0,10/11/2014,Bryan Powell,192000.0,10,3
133941.0,Novel Fiksi Ilmiah,4.0,10/11/2014,Bryan Powell,32000.0,9,0
133942.0,Alat Tulis,1.0,10/11/2014,Bobby Nelson,5000.0,1,0
133942.0,Buku Fiksi,6.0,10/11/2014,Bobby Nelson,396000.0,4,1
133942.0,Buku Sejarah,5.0,11/19/2014,Bobby Nelson,375000.0,5,1
133942.0,Buku Anak-Anak,8.0,11/19/2014,Bobby Nelson,778750.0,2,2
133943.0,Alat Tulis,9.0,1/1/2015,Ronald Mcneil,778750.0,1,2
133943.0,Buku Anak-Anak,3.0,1/13/2015,Ronald Mcneil,18000.0,2,0
133943.0,Majalah Seni,8.0,1/13/2015,Ronald Mcneil,160000.0,8,3
133943.0,Novel Fiksi Ilmiah,9.0,1/13/2015,Ronald Mcneil,778750.0,9,2
133943.0,Buku Fiksi,2.0,1/13/2015,Ronald Mcneil,8000.0,4,0
133943.0,Novel Misteri,6.0,1/13/2015,Ronald Mcneil,90000.0,10,0
133943.0,Aksesoris Buku,2.0,1/13/2015,Ronald Mcneil,8000.0,0,0
133944.0,Alat Tulis,6.0,1/13/2015,Christopher Hughes,360000.0,1,1
133944.0,Buku Sejarah,9.0,1/13/2015,Christopher Hughes,778750.0,5,2
133944.0,Buku Anak-Anak,6.0,1/13/2015,Christopher Hughes,72000.0,2,0
133944.0,Novel Fiksi Ilmiah,3.0,1/13/2015,Christopher Hughes,18000.0,9,0
133944.0,Buku Fiksi,7.0,1/13/2015,Christopher Hughes,98000.0,4,0
133944.0,Buku Biografi,4.0,1/13/2015,Christopher Hughes,144000.0,3,3
133944.0,Novel Romansa,1.0,1/13/2015,Christopher Hughes,5000.0,11,0
133944.0,Aksesoris Buku,8.0,1/13/2015,Christopher Hughes,128000.0,0,3
133945.0,Alat Tulis,5.0,1/13/2015,Jerome Mayo,225000.0,1,3
133945.0,Buku Anak-Anak,9.0,1/13/2015,Jerome Mayo,18000.0,2,0
133945.0,Majalah Seni,9.0,1/13/2015,Jerome Mayo,729000.0,8,2
133945.0,Majalah Berita,9.0,1/13/2015,Jerome Mayo,778750.0,6,2
133945.0,Novel Fiksi Ilmiah,2.0,1/13/2015,Jerome Mayo,24000.0,9,0
133945.0,Novel Misteri,7.0,1/13/2015,Jerome Mayo,490000.0,10,1
133945.0,Aksesoris Buku,8.0,1/13/2015,Jerome Mayo,640000.0,0,2
